Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,1307,Great compensation & benefits Interesting work with amazing people Awesome problems and scale Treat everyone with respect and trying hardest not to be/do evil,Have not found any yet - perhaps too new here.
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,1308,"Smart people, amazing culture, meaningful mission",Big company that is only getting bigger
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,1309,"good people, good times, good atmosphere",hard to have any meaningful impact at any scale
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,1310,Great balance and exciting projects,Slow moving and too bureaucratic
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,1311,"Flexible working environment, great people, great perks, tons of opportunities across all types of disciplines... hard to get bored.",experience (positive or negative) can vary by manager
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,1312,"Great salary & stock options, decent food and other perks.","Constantly reorging, lot's of pressure for promotion, sweatshop for designers, terrible commute if you don't live in Mountain View."
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,1313,"First off, you get to work on problems at huge scale. Even the simplest issues can become remarkably thorny and non-trivial at such scale. Second, Google has arguably one of the best developer tools in the industry. It helps you be many times more efficient than the average. Third, Google's hiring bar is very high, so your co-workers are often brilliant, and you are seldom slowed down by dependencies on other engineers/teams.","Google is large, and so each Product Area / Product / Team have their own sub-culture. You might fit well in some, and be a miserable in others. There really is no good way to tell. Having brilliant co-workers is a double-edged sword. This also implies a lot of competition for interesting projects, and the bar for getting a promotion is so high that it is not uncommon for people to get promoted for over 5 years or more."
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,1314,great amazing loved it superb out of this world,great not so great just ok
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,1315,"awesome , fantastic, enjoyed working","nothing, just hectic sometimes overall good"
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,1316,Super flexible working hours Good pay Do as much work as you want and get recognized for as much as you do,"Getting somewhat cumbersome to do some development tasks, due to larger overhead"
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,1317,NA,NA
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,1318,NA,NA
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,1319,NA,- Social Justice work is included in your performance review. Some engineers spend up to 50% of their time working on diversity and inclusion. So they've essentially become social workers. - Various orgs in the company have engaged in what can only be des
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,1320,Nice work life balance. Great colleagues.,Too many teams doing the same thing.
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,1321,Perks are good. Salary is good. Diverse employees and all kinds of tech minded people.,Work/life balance. All those perks and benefits are an illusion. I barely have time to myself on weekdays.
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,1322,It's well known that the benefits and perks are very good and that the company works on amazing projects.,"There may be few cons if you work in a department that functions well. I worked in one where the culture fostered a fraternity/sorority-like environment. Those who were in this in-group coasted and were promoted and those who were not, worked very hard...but couldn't get far."
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,1323,"Great perks, coworkers, and projects/tasks",Be prepared to gain weight
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,1324,Good benefits. Amazing tools.,work life balance isn't there. Company has become too . Lot of politics
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,1325,Great company to work for. Awesome perks.,No care for your personal development.
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0,1326,Great colleagues. Good to work with smart people.  Good employee perks like free good quality food.,Company is quite big. So it comes with all the negatives of working for a big company.
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,1327,Fun work environment. Good people,Long hours and lots of work
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8,1328,"Bright, energetic people. Awesome workplace and perks. Great culture","As with any large corporation, sometimes it's hard to see the impact of your work and how specific your job responsibilities are often limit personal growth. They do give you time and a percentage allocation towards independent study but it can get repetitive and no longer challenging. Some people enjoy just being there but I need to have constant challenge.  If you're non-Ivy, a few of them can be condescending when you're new but as long as you show you're sharp and skilled, they won't continue to look down on you."
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,1329,"Great culture, great management, interesting work","No real major con, though the promotion process could use some tweaking."
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,1330,Great pay and quality equipment,I don't see no cons expect the weather is cold in the winter months
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14,1331,food food food food food,management bureaucracy too large company
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9,1332,Benefits work environment and overall good pay,Long hours and difficult to get a job their
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,1333,Great culture Great colleagues Great benefits opportunities to expand/change directions in career,Need more invested managers and leadership
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7,1334,Great benefits package. My management was very flexible. My team worked well together. I would recommend Google as a wonderful place to work.,In my time there I didn't really have too many cons to the job. I was lucky to have a great team and management. Any cons that I may have had were due to other employees not meshing with me but they were temporary.
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,1335,"Talented people, hard problems, great environment.","Intense pressure and competition in certain teams. Product plans change quickly, some projects die before completion."
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,1336,All the usual and over the top!,Too many people in the company.
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4,1337,"- Great benefits like onsite cafes, # of vacation days, paternity leave - Great focus on employees and taking care of employee well-being and health - Surrounded by very smart (and humble) people, working on cutting edge things, and pushing the envelope -","As company has grown, the employee experience is no longer consistent across groups, as various organic 'sub-cultures' have inevitably formed. As much as the company values down-to-earth and friendly ehthos, some departments have become more corporate/cold or 'cut-throat' culturally.  I would still recommend Google to anyone - but must make sure the group you're interviewing for is culturally a fit for you."
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,1338,Salary is fantastic for everyone.,Nothing at all for know.
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,1339,Very good work culture in Google.,No cons as such .
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0,1340,Google is a very fun place to work,Lower salary relative to other companies
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7,1341,"Free breakfast, lunch, and dinner",Long lines for the food
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,1342,"The broader culture and opportunities are across Google are real and the culture is great in most places. Good embrace of the individual and solid equity. If you do start in Google Cloud, plan on making your way out of it to a more secure group within a . couple years.","Google Cloud has few real customers and wins deal by dropping price. Little real innovation and lots of politics. The management has been a revolving door of promotion-driven and warring fiefdoms for 4-5 years. They have mostly lost the Apps business to Microsoft Office 360 and the Public Cloud space to Amazon and Microsoft aside from a handful of faithful start-ups that are almost all of their business. Also, ageism and sexism is very real at Google."
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,1343,"perks, bennies, free food, happy hours, terraces",insane company. mgmt is a revolving door of self-serving power-hungry overlords
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,1344,"Incredible people, I'm so fortunate to work here","There really aren't any, it's a lovely job!"
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,1345,"Good, I love Google, really fun",No cons it's a great place
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,1346,Everything was going great and superb,Nothing i can say about this company is bad
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,1347,Great food and cafeteria is amazing.,Location is a bit of a hassle.
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,1348,"Fantastic food perks and amenities like gym, laundry, etc. I'm pretty sure you could actually *live* on campus (unofficially) pretty comfortably, I know people who have.  Compensation is generous for employees, but be prepared to be given the runaround by your agency if you are are a temp, vendor, or contractor.","[Full-timers] Don't believe the hype, who your manager is matters a lot more than the ""unicorns and rainbows"" corporate culture that gets all the press. Lay the groundwork for transferring if your boss seems to be withholding information from you, or seems to have an agenda. Set well-defined, NON-SUBJECTIVE OKRs or you may get burned at perf.  [Temps/Vendors] For TVCs, just be happy for the free food and the nice resume builder, your vendor manager probably sees you as more of a nuisance than an asset and will give you the runaround when it comes time to review pay or conversion opportunities. Also, FTEs are likely oblivious of your situation if they themselves were not TVCs before getting convert, and just assume you have sick days, access to internal websites, events, etc."
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,1349,Smart people and good comp,long hours and projects can be boring
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,1350,Highly innovative minds. Great opportunities on technology.,Sometimes over expectations on individuals in the trasition.
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,1351,This is a really good company to work for.,"None at this time, thank goodness."
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7,1352,Culture is wonderful great workplace environment,None really as perfect as it gets
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,1353,We think by the same way and it's a gift from god,He takes your idea and want to be always the winer the big boss
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0,1354,"really care about employees, make you feel like part of a family","too much bureaucracy, decisions take forever"
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0,1355,Company has a healthy culture. Relatively low stress & get to work on products used by millions of people!,"More institutionalized hierarchy than I'd like, as expected for such a large company. Takes a while to launch something new."
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3,1356,Nice people and great free food,Too much focus on playing the promotion game
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,1357,Amazing quality of talents hired/to work with/for Great breadth of job/career options Locations all around the world Great perks and lifestyle,"Getting bigger and bigger, with subsequent growth and org. issues that usually affect big corps, although start up spirit remains relatively pregnant"
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7,1358,"Super intelligent, driven, friendly people. I learned something new every day. Great benefits and perks, which everyone knows about. And you're working on cutting-edge, industry-defining technologies, which is exciting.","The longer I stayed the bigger it grew, and it eventually became more like a traditional big company. Many layers of management, too many products to keep track of what was going on, duplicated efforts, longer and longer decision and action times. Of course, the company kept growing at a healthy rate during all of that, so what do I know. But, the company also made some bets on areas that it knew it was weak in - social networking, for example - that were very expensive and did not pan out, because they were done with a top-down, Google-scale approach that alienated a lot of users and also took way too long to work out kinks."
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,1359,"Bleeding edge technology. Great co-workers, benefits, and overall pay/bonus (if you qualify).","Management, performance evaluation, work/life balance. If you aren't MTV-based finding career opportunities can be VERY limited"
34,No,Travel_Rarely,735,Sales,3,1,Medical,1,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1,1360,"People , travel and invention being able to share my ideas and explore new opportunities , meeting new people and exploring new things","I'm older then most of your interns , I however am excellent and HR management and supporting a team , travel also"
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2,1361,"Smart people, nice office, hard work.","Tough job, sometimes higher up politics affects outcomes."
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,1362,"Great culture and perks. Coworkers are often very nice as well. Also, there are a ton of tools and best practices they push onto you. Code quality is superb.",Sometimes you feel very small. Google is a massive company and you can imagine how hard it is to stand out and do work that is unique.
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3,1363,Great team and awesome work / life balance.,A lot of change so very quick environment.
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,1364,"Excellent culture, benefits, company as a whole. A lot of companies care either about their users or their employees. Google cares a lot about both.","It takes a long time to get simple things done because it is such a large company. That being said, when a small change is made it immediately affects millions of users."
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,3,Male,42,2,2,Sales Executive,4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,1365,work life balance is a definite plus. good people to work with,not much to say. Loved my times there!
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,1366,"Flexible hours, big thinkers, smart colleagues, great perks.",Company is quite big now and feels a little impersonal.
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,1367,Best job I ever had!,"No cons, loved everything about this company!"
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,1368,Google is an amazing company with incredibly talented people and a great work culture -- seriously awesome in fact.,Some of the original assets for the Google Suite were originally developed for the consumer and did not have the the F500 CIO or CISO in mind. The product has been re-architected in a way to more favorably displace the legacy vendors including MS.
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,1369,"good pay, good O.T Free food, Car (Rental), Gas, Free Shoes (up to $150 every 6 months) paid travel, reward point build up(gas,hotel,air fair). Make your own hours, work independently.","Horrible Health Benefits (through Adecco), No sick days, No Vacation Days, Long Period away from home (single mans job)"
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2,1370,great work enviroment and very felxible for materunity,long work hours and a lot of nerds
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,1371,"really fun to work at Google, loved it there. all the people were nice",the coffee machine was broken for a short time.
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,4,Female,89,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,1372,"All the resources you can imagine. Amazing, brilliant colleagues.",Chaos in the new world of AI/NLP/NLU.
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9,1373,nice food and facilities are awesome.,nothing much to say. Everything was perfect
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,1374,Products with amazing reach an scale.,Definitely faces some challenges typical to a big company.
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,4,Female,72,3,4,Manager,4,Married,17875,11761,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0,1375,Free Food. Near the Beach. A lot of other interns.,"My project did not matter. I had to take online classes, because my host finished the original project before I came to intern."
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,1376,"free lunches, free sport, flexible timetable",i didn't really see any inconvenients
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,1377,"Great people, never met an annoying person. The social values of the company are great. Relaxed environment is a big plus.","Stockholm syndrome :/ It is easy to feel intimidated. Google is a big company with a lot of insider technologies, don't expect to know it all from day one."
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3,1378,"Free food, great healthcare plan, lots of other perks","You're competing with the best of the best ,)"
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,1379,NA,"- Impact and growth opportunities depend heavily on your team. - When you first join, you are typically assigned to a team, so you might not be working on something you're super excited about. (You can transfer after 18 months.) - Your equity is (probably"
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,1380,Google is great place to work,It's getting a lot bigger
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,1381,Nice perks. Low politics. Low pressure.,Move slowly. Too many unimportant low impact projects.
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,1382,Everybody has a voice.,Hard to convince others
31,No,Non-Travel,976,Research & Development,3,2,Medical,1,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,1383,"innovation, active support, good baance",keep the fast pace alive
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,1384,"Stable company, lots of innovation, and stock is growing",Larger company and slower than startups
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,1385,"Great projects, great people to work with, excellent benefits, amazing perks. I especially appreciate the commuter buses which cover a very large area and make my commute painless.",Promotion process is very heavyweight. Requires way too much work.
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1,1386,Excellent benefits and perks along with room to grow as a professional,Highly competitive environment with limited promotion cycles
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,1387,"There are many many caring people that are passionate about how the company affects the world, and how their actions affect their peers.","It's very large, some people have gotten in that are not very Googley, and it's starting to feel corporate."
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,1388,"benefits, benefits, benefits, benefits, benefits",work life balance could be improved
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2,1389,Amazing work-life balance and ability to act autonomously!,"Training and onboarding new team members in their line of service, but we're getting better!"
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7,1390,Amazing benefits that I didn't fully appreciate while there...until I left and found out other companies don't come nearly as close!,"So much competition for promotions, because you're up against the rest of the cream of the crop that made it to Google"
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,1391,Great culture smart people challenging work,Less importance to a person as individual
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,1392,"Great Pay, substantial benefits",There aren't to many cons
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,1393,"flexible, great people. Google challenges you to be your best","If working in a relaxed setting is not something you like, don't work here"
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,1394,The company treats the employees as adults. Open and caring.,"Bureaucracy, common in a big company."
